x,y,depth,roll,pitch,yaw,u,v,w,p,q,r,rudder,stern_plane,rpm,col15,col16,col17,time,heading,speed,ins_x,ins_y,current_x,current_y,ax,ay,az
-0.0007763075745499102,0.0005575002273120942,7.3877750709472516e-06,0.0016876394949528557,3.6848762104921566e-05,1.1730508534514946e-07,-0.0039849364799655965,0.004960729049611732,7.473389430020223e-05,0.012995350188728447,-6.846882758592536e-05,1.8819608753072267e-06,0.0008076516394285574,0.06673500991241701,1525.0,0.00042976605625362377,0.03936343001110082,278.96396949649096,0.2,6.721086305698987e-06,0.00636350034242001,0.05998725956907337,0.06051929841618621,0.03860399419246383,-0.11720221181358265,0.04705045915985889,0.023109490087896065,0.0003279863062811387
-0.0008333946858861941,0.000665895282597056,9.1799587916691e-06,0.0019592155601584685,3.170531289281543e-05,1.60535788365582e-07,-0.0028543582310993233,0.0054198964314322385,8.035729402897668e-05,0.01357880318063075,-0.0002571684464851143,2.595546266901868e-06,0.0009002600261221679,0.07242406978403723,1525.0,0.0005053431728886104,0.04483774599136406,303.88469010656115,0.22,9.198023134153233e-06,0.006126099536703597,0.04794104272949978,0.02742359210814089,0.02520594428389727,0.12604372160635066,0.0666751552947629,0.022812142152195965,0.00022377650188262475
-0.0008597532497314677,0.000783356068499579,1.1084628100520334e-05,0.0022408839317521845,2.1946442551609477e-05,2.108421657420513e-07,-0.0013179302681750808,0.005873214735699571,8.368495437550722e-05,0.014083418499936825,-0.0004879376525200425,3.471299959509468e-06,0.0009946786491334479,0.07800033506628139,1525.0,0.0005843265435353219,0.05035501074989869,328.3069963044299,0.24,1.2080366240417331e-05,0.006019850055856827,0.04196245428969316,0.036276744099855665,0.08994200569722277,0.11310593089877474,0.08756759691416088,0.022524229329745953,9.880489069147336e-05
-0.0008467863202555841,0.0009097692873675715,1.305381536819226e-05,0.002531289881716411,6.707946748123587e-06,2.672380644351551e-07,0.0006483456454671123,0.0063208656046220765,8.430948965663561e-05,0.014520297436326867,-0.0007619165583213972,4.527171444642545e-06,0.0010908177562389603,0.08345516284083378,1525.0,0.0006663969646549472,0.05588407561317523,352.2408563783413,0.26,1.5311613217379533e-05,0.006354589062853454,0.02757319384035283,0.03623652629574795,-0.05796410795469958,0.03808232879465073,0.10957956666439346,0.022244971986471795,-4.6262669805867534e-05
-0.0007854812951589514,0.0010450249997889947,1.5032470438382088e-05,0.002829274872376238,-1.489105843442651e-05,3.2819436744373196e-07,0.003065252398400657,0.006763013615158442,8.183444758327252e-05,0.014899249512546769,-0.0010799390843819238,5.7814696304279835e-06,0.0011885867724542483,0.08878049223268959,1525.0,0.0007512811229717498,0.06139829305870694,375.69603925077445,0.28,1.880415211449159e-05,0.007425686655221234,0.05948072693434173,0.028274813357299776,-0.008883209611646481,0.09665623184692373,0.13254666385617547,0.02197349832829675,-0.00021099438541828972
-0.0006664771270971776,0.001189016280151402,1.6959034783253624e-05,0.0031338483013541056,-4.374223272437464e-05,3.9162360211798084e-07,0.0059502121997141305,0.0071998055377539465,7.586971423990402e-05,0.01522867149611978,-0.0014425439678819054,7.252838717650997e-06,0.0012878944419214,0.09396882855407104,1525.0,0.0008387422528682495,0.06687473289350347,398.68211846575895,0.3,2.2438379559070908e-05,0.009340662782513783,0.04566112439005313,0.032336688659587595,-0.04818475850950003,0.2427115131038464,0.15631600721280406,0.021708996122374747,-0.00039518004389666237
-0.0004801194119934984,0.0013416389344769232,1.8766035474332293e-05,0.003444164341174154,-8.074350767160367e-05,4.548724678113057e-07,0.00931789268691282,0.007631373460053432,6.602724582740602e-05,0.015515802129334748,-0.0018500447520247833,8.960237394469089e-06,0.001388648940899574,0.09901310414733408,1525.0,0.0009285726906788797,0.07229355202561699,421.20847609644375,0.32,2.6062272622288208e-05,0.012044307560371533,0.05502961132547089,0.04381530121852267,-0.16633264637604028,-0.08107412756853755,0.18076796831783926,0.021450821174125233,-0.0005988102923334848
-0.00021650099616385134,0.0015027912900152662,2.038071014871324e-05,0.0037595049444689253,-0.000126796093240906,5.147193876264993e-07,0.013180930932427701,0.008057838384718956,5.1917302546564635e-05,0.015767030406351062,-0.002302605315164855,1.0922946205643351e-05,0.0014907578472943015,0.10390652311721708,1525.0,0.0010205879407230185,0.0776374624499604,443.28430657451486,0.34,2.9491248544556656e-05,0.015448896241673166,0.08179985534794397,0.04843421785195584,0.05478801230902189,0.06832980994869448,0.2058086639964613,0.02119845552077447,-0.0008220527329467828
0.00013450353376966455,0.0016723740136674844,2.172567300101616e-05,0.0040792650016598245,-0.00018280222287198923,5.673772287526696e-07,0.017550239246771272,0.008479311680884411,3.314513650953471e-05,0.015988003193385406,-0.002800276793635878,1.3160614692435198e-05,0.0015941279108120463,0.1086424818504612,1525.0,0.001114621922037275,0.08289127458341174,464.91862044302457,0.36,3.250832059935663e-05,0.019491298643255345,0.09314731053535567,0.04779610388727468,0.01695998658177193,0.03256613947770142,0.23135327165026412,0.02095142446432896,-0.001065232847166282
0.0005832044945930904,0.0018502899358123395,2.27196270723936e-05,0.004402937450082722,-0.00024966317020316917,6.085014734325998e-07,0.022435061798438266,0.008895895363292114,9.307988659913357e-06,0.01618362279702503,-0.0033430111639587336,1.5693333391540253e-05,0.001698664694850175,0.11321453639335831,1525.0,0.0012105231197922293,0.08804151603682163,486.1202480341641,0.38,3.4864566255179956e-05,0.024134395348817814,0.0794136487806762,0.07455904517380589,0.03134061584846474,0.09756937940111957,0.25731872671302347,0.020709264862869704,-0.0013288199282441469
0.0011400640255426549,0.0020364438776429034,2.3278125307833486e-05,0.004730098184880579,-0.0003282774284527314,6.332034513633096e-07,0.02784298831529221,0.0093076822753992,-2.000766062023117e-05,0.016358037048251572,-0.0039306693743726626,1.8541714056780065e-05,0.0018042721706021197,0.11761638117277401,1525.0,0.0013081514348038184,0.09307612010812896,506.89784307348083,0.4,3.6279885336234936e-05,0.029357543289106506,0.06953320608747093,0.05187220325742217,-0.014440164589748236,-0.020254242099199727,0.2836230373329534,0.02047152737988697,-0.0016134141455894833
0.0018156635928485237,0.0022307424857581117,2.331438185902703e-05,0.00506039116911043,-0.0004195390464793545,6.360680328509928e-07,0.0337799832917564,0.009714756458487593,-5.5228577163665975e-05,0.016514649258511403,-0.004563029177145779,2.1726967667866367e-05,0.0019108523144484957,0.12184182883622004,1525.0,0.0014073755819634787,0.09798417232105797,527.2598862120112,0.42,3.6444013765550486e-05,0.035149207877771635,0.06398659258184757,0.07085487721781661,-0.010233350602329954,-0.06614200101697242,0.31018611547976954,0.020237785493812128,-0.0019197327287457852
0.0026206724345941047,0.002433094077509592,2.27401346688718e-05,0.005393514126262946,-0.000524336122123472,6.111752391701388e-07,0.040250432934482994,0.010117193695151684,-9.679696977006258e-05,0.01665614733545088,-0.005239792990753397,2.52709730015e-05,0.0020183047441979618,0.12588479067404226,1525.0,0.0015080709284604821,0.10275570362409038,547.214688487771,0.44,3.501776174734763e-05,0.0415025822007726,0.07913079074945845,0.03437090310661309,0.01264416018322192,0.12907274103662641,0.3369304992848111,0.02000764284183611,-0.0022485949059402447
0.0035658171690230002,0.0026434084994873147,2.146656005390107e-05,0.005729205098588979,-0.0006435494444863659,5.521253511236617e-07,0.04725720326314885,0.010515062172161038,-0.00014517237340127577,0.01678454706820229,-0.00596059534472305,2.919632998909487e-05,0.002126526422576643,0.1297392586818204,1525.0,0.001610117691607978,0.10738152103408076,566.7703947180156,0.46,3.1634452381564476e-05,0.04841312701899121,0.0618542147639366,0.04975911825486756,0.08299955454777362,0.004074521506467209,0.36378178024404645,0.01978073804835725,-0.0026009056723134564
0.004661852684966917,0.002861597000595405,1.9405239731297596e-05,0.006067230070390045,-0.0007780512696699709,4.5206722572257553e-07,0.05480170414424485,0.010908423217085975,-0.00020083319666260084,0.016901245370435962,-0.006725009550500345,3.3526393223477296e-05,0.002235411450707024,0.13339929016327334,1525.0,0.0017133994378017111,0.11185306856362869,585.9349868236553,0.48,2.5901544090091505e-05,0.05587719398976013,0.059814983551255044,0.06661790800989036,-0.04926873301230353,-0.01290089534797239,0.390668820407997,0.019556747584671467,-0.0029776385034444046
0.005919534369482325,0.0030875721204845193,1.6469180514955107e-05,0.006407371793177069,-0.0009287042103766752,3.037296500317789e-07,0.06288395607946873,0.011297332075547896,-0.00026427791353905196,0.01700708036863986,-0.007532553392188487,3.828528218191289e-05,0.002344850968317352,0.1368589954831751,1525.0,0.0018178018403827738,0.11616231288355762,604.7162870871822,0.5,1.740242705980646e-05,0.06389124734300732,0.08548251722952406,0.08965189184397905,0.0671088481240405,-0.06387677023991466,0.4175238445963824,0.01933538718796204,-0.003379817111746563
0.007349591691351579,0.0033212475935939065,1.2573886729487834e-05,0.006749419902401565,-0.0010963602175537066,9.945566801977851e-08,0.07150265792810015,0.011681838704604456,-0.0003360258811324634,0.01710239597572079,-0.008382693726456532,4.3497866012630856e-05,0.0024547331711217107,0.14011252939130012,1525.0,0.0019232116659696893,0.12030164940348112,623.1219613454385,0.52,5.698390026187542e-06,0.07245142068790707,0.10363898459269749,0.08990595938657372,-0.10797902261244317,0.021621051630803596,0.44428246125230925,0.019116412195429016,-0.003808496331668137
0.00896270313840635,0.00356253826865413,7.638485255581792e-06,0.00709316237771652,-0.001281859631067678,-1.6876008960555141e-07,0.0806552545295611,0.012061988563365057,-0.00041661776680577744,0.01718710906269636,-0.009274849931687914,4.918972202100004e-05,0.0025649434494629357,0.14315408623473572,1525.0,0.0020295159670000937,0.12426382540104491,641.1595221185298,0.54,-9.66924088464769e-06,0.08155326616202845,0.10891678091295182,0.07545236537253583,0.00992774753002858,0.26923422881062326,0.47088364269884836,0.018899617027917516,-0.004264742217268545
0.010769472494804543,0.003811360043175393,1.5869030140449115e-06,0.007438378367184798,-0.0014860302757076268,-5.092309610789014e-07,0.09033800363605408,0.012437823385721157,-0.0005066155698232052,0.017260777651626594,-0.010208396172022516,5.5387068224033665e-05,0.0026753646462603763,0.14597789931998914,1525.0,0.002136601463492662,0.12804187756778307,658.8363316761593,0.56,-2.9176784867211743e-05,0.09119161699881025,0.1076762209617783,0.07680598483477614,-0.12290404237730249,-0.136784018659155,0.49726968218436474,0.018684833987967938,-0.004749611438303066
0.012780406437597574,0.004067629812177559,-5.650903393287451e-06,0.007784832368801995,-0.0017096865783899483,-9.305345143262831e-07,0.10054604181693569,0.012809381922883775,-0.0006066022243379001,0.017322668777379622,-0.011182662455053873,6.211667146634817e-05,0.002785877426791198,0.14857824465354263,1525.0,0.002244354100046205,0.13162908191822428,676.159605042636,0.58,-5.331570036215186e-05,0.10136051872675994,0.12064769454932911,0.08302823486834694,0.1141456396271072,0.025693612801797435,0.5233861376426581,0.018471931499239053,-0.0052641300654615785
0.015005893428032735,0.004331265430196406,-1.4137666253489316e-05,0.008132269739257882,-0.0019536286821673484,-1.4414652758103526e-06,0.1112734491417604,0.01317670064569072,-0.0007171807724416683,0.01737182484624229,-0.01219693446962012,6.940573356991182e-05,0.002896360748051088,0.15094944926644624,1525.0,0.0023526587653952035,0.13501891446528796,693.1364129417833,0.6,-8.258987661859436e-05,0.11205320286395408,0.09544778974758902,0.07298780585345022,0.15325178021171793,-0.16629476790469527,0.5491817679318167,0.01826081189304951,-0.0058092718405105435
0.017456183870845292,0.004602185685420971,-2.3927473987214505e-05,0.008480413479578107,-0.002218641532491906,-2.0509836462220748e-06,0.12251331253420836,0.013539814398605755,-0.0008389730979583218,0.01740712747742066,-0.01325045219608326,7.72817587998063e-05,0.003006692411467932,0.15308590430767857,1525.0,0.0024613991619263803,0.13820502142551963,709.7736846829476,0.62,-0.00011751270677887763,0.12326208743126332,0.10435678014964339,0.044806982666547535,-0.03474296755653083,-0.08601123836376687,0.574608464948792,0.01805140883501502,-0.006385936032343882
0.020141371513612883,0.004880310284675816,-3.506438765203254e-05,0.008828962229932067,-0.0025054939111534696,-2.768160689480531e-06,0.1342577877397121,0.01389875699909132,-0.0009726182137354236,0.017427357959824582,-0.014342407287645803,8.577240655525229e-05,0.003116749679682321,0.1549820830687761,1525.0,0.0025704578118346906,0.14118119800195142,726.0782109892887,0.64,-0.00015860392452125846,0.13497879463482798,0.13863254328230087,0.040205143304829875,-0.04260282711140764,0.04158692397657319,0.5996211836333198,0.017843684476009317,-0.006994924985382624
0.02307137605765752,0.005165559847857517,-4.758100744534064e-05,0.00917758939132818,-0.0028149373934324103,-3.602118460933404e-06,0.14649815987954115,0.014253561777646128,-0.0011187700973736268,0.01743125359610904,-0.015471939228582084,9.490533363509526e-05,0.003226409935968807,0.15663256407616513,1525.0,0.0026797161854042167,0.14394137501531634,742.0566467695029,0.66,-0.00020638618511764376,0.14719417963347448,0.14377060802771344,0.05298867983640615,0.0001701221853201951,0.06556964745249592,0.6241778710405917,0.017637626404681025,-0.007636921472601806
0.02625592695173347,0.005457855910364778,-6.149699015417374e-05,0.009525943280046653,-0.0031477052043031605,-4.561965531539455e-06,0.15922490258133576,0.014604262055278561,-0.001278095072639496,0.017417559340631546,-0.016638130284239733,0.00010470803068291537,0.003335551363622282,0.15803205935703316,1525.0,0.0027890549355171347,0.1464796128274861,757.7155138341128,0.68,-0.00026138137124136603,0.15989836646829705,0.1539206775445004,0.0402066687411398,0.0006992644337710489,0.010808182963992871,0.6482393951423234,0.017433244472379393,-0.008312465972005025
0.029704548339671105,0.005757120932024523,-7.681751876681883e-05,0.00987364821139011,-0.003504510950039127,-5.65672736695297e-06,0.1724277356852341,0.014950891556541304,-0.0014512687362538278,0.017385074268081106,-0.01783999926850209,0.0001152076574976422,0.0034440536222458567,0.15917544794828367,1525.0,0.0028983542211381643,0.1487901021333955,773.0612035574305,0.7000000000000001,-0.0003241066039825561,0.17308078857232317,0.17477725205928266,0.04511829307129826,-0.10659589539274297,0.043173771147472714,0.6717694736817298,0.017230567555063126,-0.009021933992912873
0.03342654513315155,0.00606327831101032,-9.353172580072465e-05,0.01022030640256284,-0.003886047202338751,-6.895271233684231e-06,0.18609568152860495,0.015293484757481086,-0.0016389724323560108,0.01733269253455353,-0.019076494167152527,0.0001264308818144616,0.0035517984982951743,0.16005781467610067,1525.0,0.0030074941013597026,0.15086717129637314,788.0999794862819,0.72,-0.00039506994028807083,0.18673023212714454,0.1725248762770142,0.043718583189168804,-0.0258688901009531,-0.15792735719944462,0.6947346031872019,0.017029640310389782,-0.009765513587246864
0.03743099018079408,0.0063762524012723545,-0.00011161107232253049,0.010565500580101335,-0.004292983913154332,-8.286225328844049e-06,0.20021711981272217,0.015632077168956895,-0.0018418892797437024,0.017259438611941492,-0.02034648367021564,0.00013840372593403963,0.00365867050835917,0.16067449418541463,1525.0,0.003116354980746797,0.15270529997231866,802.8379798965562,0.74,-0.0004747657394371667,0.2008348810810438,0.17449268227505915,0.0651693022762822,0.021697332955689715,-0.1403768987627562,0.7171039881009998,0.016830519981684285,-0.010543183191283436
0.041726712504700426,0.00669596853204787,-0.00013100768514761102,0.010908797175134599,-0.0047259666397956365,-9.837891865455217e-06,0.21477984105264494,0.015966705556748458,-0.0020606997600073483,0.017164496688712234,-0.021648747682779954,0.00015115142522406316,0.003764557435409304,0.16102112014400413,1525.0,0.0032248180862692716,0.15429913881493784,817.2812202986252,0.76,-0.0005636696831966683,0.2153823630022575,0.1761740281895599,0.06203613324306544,-0.16504531651119406,0.07232589683894085,0.7388494698792283,0.016633273293930727,-0.01135468995525974
0.046322286575485275,0.007022353028095043,-0.0001516526553153871,0.0112497499896956,-0.005185614561632514,-1.1558153892081455e-05,0.2297710986078913,0.016297408100714124,-0.002296076877954092,0.01704723423451568,-0.022981966901900824,0.00016469830205502426,0.0038693507805512744,0.1610936794851307,1525.0,0.0033327659560972783,0.1556435350807511,831.4355958926526,0.78,-0.0006622334369789733,0.23035979517986208,0.20682165440229133,0.0225558014717556,-0.09137533523227552,-0.06667964724986582,0.7599454558536383,0.01643797348042696,-0.012199528731788254
0.051226022596611506,0.00735533322938918,-0.00017345430164816868,0.01158790421916195,-0.005672518271864642,-1.3454375683807326e-05,0.24517765928679047,0.016624224495965536,-0.0025486809092788785,0.016907219821754253,-0.02434471156677176,0.00017906765818137983,0.00397294611554485,0.16088857148530464,1525.0,0.0034400829209880776,0.15673356396162702,845.3068839747996,0.8,-0.0007708789426656008,0.24575383054556665,0.21735526733798288,0.005104043563120424,-0.04906898015724871,-0.13989978659323668,0.7803688476060374,0.016244697472402297,-0.013076921909244914
0.056445957768531084,0.007694837509135358,-0.0001962964040189827,0.01192280071948661,-0.0061872373303878585,-1.5533296611653267e-05,0.2609858525121328,0.016947195999610216,-0.0028191537543238885,0.016744235383547662,-0.025735429510233263,0.00019428168795895004,0.004075243324458965,0.16040267140034783,1525.0,0.003546655559899432,0.15756456546636255,858.9007462953036,0.8200000000000001,-0.0008899923377725943,0.26155070309908257,0.21471977737126072,0.012361386793887836,-0.14596891354624555,0.05294581561164391,0.800098968587229,0.016053523277840317,-0.013985800293003347
0.061989848502705974,0.008040795289083387,-0.00022003641187909567,0.012253980412989748,-0.006730297566786322,-1.7800918479575167e-05,0.27718161803027963,0.01726636542707915,-0.0031081129209990124,0.016558283163899182,-0.027152433661617875,0.00021036141411770348,0.004176146726172796,0.15963339830340448,1525.0,0.003652373112811339,0.15813218665315962,872.2227313693976,0.84,-0.0010199175003360913,0.27773627259483946,0.270587316082217,-0.044526585960222194,-0.20061168444155797,-0.022147859131880207,0.8191174907113199,0.01586452757006713,-0.01492478525536205
0.0678651635550526,0.00839313705127655,-0.00024450363462782336,0.01258098873291526,-0.0073021881259331825,-2.026238641246158e-05,0.2937505521405856,0.0175817771024129,-0.0034161451645383705,0.01634958768194703,-0.028593889173626683,0.00022732664710324252,0.004275565072994878,0.15857878668353112,1525.0,0.00375712783548363,0.15843242898320858,885.2782767420097,0.86,-0.0011609492242972738,0.2942960682998722,0.28129669377615363,-0.03770944160530727,0.10576237240938623,-0.0812585738206222,0.8374083596710143,0.01567778350143427,-0.015892172393914206
0.0740790780477288,0.008751794345522205,-0.0002694974215422048,0.012903380014499968,-0.00790335825259847,-2.2921863485068376e-05,0.3106779524171202,0.01789347676713652,-0.0037437998167555806,0.016118593087769636,-0.030057800369071568,0.0002451959682764796,0.004373411424304022,0.1572375612732505,1525.0,0.0038608152829858796,0.1584617005232731,898.0727112071695,0.88,-0.0013133260362694504,0.3112153316692132,0.29682063074397236,0.003305148419366969,-0.11275189366086232,0.003053393972265737,0.8549577187486918,0.015493358752704037,-0.01688591695749703
0.08063846834748116,0.009116699792037126,-0.0002947853402158588,0.013220721748750351,-0.008534213815842824,-2.5782399400511624e-05,0.32794886089053327,0.018201511452521062,-0.004091581842838252,0.015865956332280405,-0.03154199772652907,0.000263986736534136,0.004469602897815652,0.15560921447893628,1525.0,0.003963334511249508,0.1582168726732686,910.6112569830261,0.9,-0.00147722267136994,0.3284790578111963,0.33847861541557417,-0.0339049356791785,0.013189367857670995,-0.002382156800962075,0.871753830940726,0.015311313824558238,-0.017903621318179148
0.08754990776801459,0.009487787078890643,-0.0003201013637754461,0.01353259862426315,-0.009195113578812723,-2.884579365742853e-05,0.34554810565474925,0.01850592932011885,-0.0044599446694827466,0.01559253660842799,-0.033044125146819855,0.00028371511719704274,0.004564060304707833,0.15369408568978518,1525.0,0.004064588188562737,0.15769534103440214,922.8990318433656,0.92,-0.0016527422332758936,0.3460720356342619,0.33018622488453864,-0.04759602604902457,0.04494484648545268,-0.0047897360991007824,0.8877869992676118,0.015131700574007485,-0.01894252478634713
0.09481966306306366,0.009864990954041544,-0.00034514407853698494,0.013838616292060561,-0.009886365224830728,-3.211245378658147e-05,0.36346034086123774,0.018806779475481362,-0.004849282834292137,0.015299381545488714,-0.034561627764288,0.000304396131322156,0.004656707678414836,0.15149344164074902,1525.0,0.004164482611791756,0.15689508996547874,934.9410512064983,0.9400000000000001,-0.0018399080717800176,0.3639788865816443,0.32267505259273077,-0.051323038553422684,0.029951379676236352,-0.11147560233310468,0.9030494852090745,0.014954560995363107,-0.019999496083084024
0.10245369167606702,0.0102482472119374,-0.0003695749252167167,0.014138404798344323,-0.010608221156366731,-3.55812493895523e-05,0.38167008506311223,0.019104111759933373,-0.0052599245128061075,0.014987710653109216,-0.03609174058759541,0.00032604372294065486,0.004747471710258312,0.14900955690320647,1525.0,0.0042629276251163715,0.1558147603005328,946.7422301823683,0.96,-0.0020386554198237837,0.3821841018725135,0.3176258503243303,-0.03562510087338233,0.009196626962586631,-0.05438970937955741,0.9175354252801998,0.014779926242816047,-0.02107102879885085
0.11045763971161013,0.01063749267481494,-0.0003930164883026159,0.014431621640122636,-0.011360874089545546,-3.924936287290897e-05,0.40016175787244573,0.019397976525194004,-0.005692123986246171,0.014658896517453834,-0.03763147827361162,0.0003486708411211812,0.004836281108270834,0.14624579347626981,1525.0,0.00435983644214476,0.15445371962106752,958.307385578721,0.98,-0.002248822841195152,0.40067207817904243,0.3526070957461832,-0.0578798012305739,-0.035383204611462465,-0.08219097450570541,0.9312407458502842,0.014607815889499266,-0.0221532401790635
0.1188368405931452,0.0110326651690047,-0.0004150508496996037,0.014717954408658938,-0.012144452473243162,-4.311213793907772e-05,0.4189197148971236,0.019688424395513344,-0.006146054119968648,0.014314444248957888,-0.03917762635436825,0.00037228953321663983,0.004923065898413702,0.1432066783528149,1525.0,0.004455125375369975,0.15281213439210797,969.6412378671465,1.0,-0.0024701435496949885,0.41942715167941946,0.35482317749165937,-0.08767706294582381,-0.025232023426556168,0.03087483280847539,0.9441630763988587,0.014438237416135053,-0.02324187358451132
0.12759631437096475,0.011433703496699834,-0.00043521802425694695,0.01499712299547558,-0.012959015768486173,-4.716292706795497e-05,0.4379282809284001,0.019975506021839406,-0.006621798929626624,0.013955969670492297,-0.04072673425032423,0.0003969110451875136,0.005007756689936273,0.13989797784012314,1525.0,0.00454871347997872,0.15089104318424937,980.7484131098036,1.02,-0.00270223667047713,0.43843363043771705,0.35287191996310296,-0.04810872823926908,0.08894796541194798,0.09789643265254905,0.9563016615007871,0.014271185920921269,-0.024332304976648882
0.13674076764403847,0.011840547403795424,-0.0004530144962393757,0.015268881345077404,-0.013804549630720921,-5.139293939845191e-05,0.4571717813571551,0.020259271832350195,-0.007119346319034603,0.013585176716980292,-0.04227511041268495,0.0004225459245167821,0.005090283928704245,0.13632676732723442,1525.0,0.004640522121970231,0.14869243011542413,991.6334448476075,1.04,-0.0029445985243029024,0.45767582507322996,0.3424271839736142,-0.036875640402037335,-0.031177882323725634,0.002683551489047301,0.9676572719319889,0.014106644041121056,-0.02541955377353918
